"X","Title","Company","Location","Date","Scrape.Date","Summary","Salary","Url"
"288",287,"Data Analist Sociale Zekerheid","Aon","Rotterdam","Meer dan 30 dagen geleden","2021-03-05","Data Analist Sociale…","€2.900 - €4.500 per maand","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BUr1ih89J8xlxnhfvrvaSPyfeHEUaTmnzB_AydzFDKnIiZ_IebOX6YqBg3HhWjqsvLYdBMllfluWYNSinSxvVzZuTqC-wIeneBQv7gsmOlldH-883T2mDzowXLByP9ZO5WzCurSNNqTF8WDshFfeqFS0d6oxGdSUtyeIDzFl9DyWSwyirhGIEXUAKkfXU3QacmU-BUZ8fmgm-03UtCtGwEu3h3BoplpWlw7pMZKJXI8wLgryf5hIZ4WZD0AHt3Ol_721yWH6uS84yaiW9ASNweXcxsXwBvIhwYcGqsW6kl6d-aLgO65D9EsuNO-1fzgwafGt0lbkPUj0yOjZEhl-hyy-IdE9kLixo8LSIAE4GkkTS8F08RMMGPOXdsqQ9WeS1Rf8rojRJXYMZPedg_wGUZD0BkvX09n965ZchulrhqkojVeaCCI5_Qua4oryM9qCHYChtqUIM7vq5u41LV-KRRoKDEwDDEJqe4VqzVYHZRGeR9dYYsPPkMDlf5rhXTGIcLh77bre4TwPwUrLb5JZFZc6CYl4Lx99BusRNOfiRuGDSvBuPf0JZdJlVuBZwSIafXL3rSyoWvjk88mbmSPurCc5UH4DNpI91vBtCnzYgldfPo450-Tbvd&p=15&fvj=0&vjs=3"
"289",288,"Data Analist","Aon","Eindhoven","Meer dan 30 dagen geleden","2021-03-05","Data…","","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BUr1ih89J8xlxnhfvrvaSPyfeHEUaTmnzB_AydzFDKnIiZ_IebOX6YnjJSMiF7dRLn9puMMVtEjWmhzpOVn_3hDp8cIFVXzTAYKweJColTCEpTwGwYCi6oDI3fy3ehYQTqneslOaS-XtBKDfnTdVm9Ly8vupbk5i2nWAxVJtKf5PVEBP0I_k-C6AGFhntoGvVheZuQq9ihIiImPlNDL3DqPu3aLdetCYN2TNleEDscKLbNePB2-07Rb7EWxPYXpqSwB753eC9JiD5rsJLuujM3PrzyuVoJtu30pGYn8RYIK1I9Zn7QWynErQfe18StWaz8mbYgvo2Xpy45Te1uLeAKpCt8oQK1vzegeTt6983tdjFnbQKLA9hEo3lqaLWlB210qBBKjJys_BLGhapgUSaBn4LFzwHBuwXqM_1wfi_ewkiwU2h4NSdIUXb_L2e1FEbIfdCTEe6LmqMJYv40h5SJnupY-UaoFu4zsrg5mDmWzyC820nuLSX-uS35mF5118Jk2mkzpOqVDYKs_2nb40hnYGQLCzTuqhBvwk1bik2L9x3dPVBZnoWbKm30HNpderniMo2JDe46VbtOpHVwUkghoYLQjox_NA_b9MgGYFN51lQ2taUtKzZgNthk7ud4RGI=&p=16&fvj=0&vjs=3"
"290",289,"Analist Consultant Landelijke Transformatie","Achmea","Zeist","10 dagen geleden","2021-03-05","Je hebt WO denkniveau en relevante werkervaring in strategie en data-analyse;
Je zet je tanden in complexe vraagstukken en middels data-gedreven analyses en…","€3.876 - €5.395 per maand","https://nl.indeed.com/rc/clk?jk=0a7c34fae3aed4a8&fccid=5669a89b3a19b7fa&vjs=3"
"291",290,"Data / Search Analist","Auto Hoogenboom","Rotterdam","16 dagen geleden","2021-03-05","Ter uitbreiding van ons team zijn we op zoek naar een data / search analist.
Hiermee zorg jij voor relevante inzichten uit de beschikbare data.","","https://nl.indeed.com/rc/clk?jk=456a34b7a3fc0a8c&fccid=28e718eaceaf7505&vjs=3"
"292",291,"Business Analist B2B","VodafoneZiggo","Utrecht","Vandaag","2021-03-05","Dit doe je door slim gebruik te maken van data en jouw kennis van de organisatie en de klantwens.
Je krijgt de kans om samen met een groep business analisten de…","€3.257 - €4.652 per maand","https://nl.indeed.com/rc/clk?jk=9c420328bdb8e815&fccid=bfa7e8ccb0aba44d&vjs=3"
"293",292,"Data Analist Business Intelligence Personal Banking","ABN AMRO Bank","Amsterdam","15 dagen geleden","2021-03-05","Je bent een vakinhoudelijke ijzersterke Data Analist met een visie op data.
CoE BI is het eerste aanspreekpunt voor alle data gerelateerde vraagstukken en…","","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_cWh5ufxJCEatf9FOtgdwl-LajcKrnY3NwdklpeSDnu3zP8nC49W8vdwlFzj2GRlaTDHJiTPERxnGUIdi0wH8UR0jF1YchQqAWxzhngXHfS6drChf0BN0XPAwg8JIOunMHGyV7G3GStAJhN6ycjWZoSZ8BsNNLuAVS5iwE5KF5FzMTXmEXE7yY-cCaQt9jTWvQfaGxAt3CfAv4ZL5EAbkvTgGGKIofFd5DntdPMZvN1zs7V_F1xS2pWzSuKfCGjDqZiL9QPGkmTmClhzU-BA7RwhCjE0SbYlc8yB5aIjxhxOqcXWrJzIDak4b840Kx4j_EN6nZ-i-ewSm2uD-hGnxZBs-pAodGinDaxD01808Tqr1Lnsr1Qv85-DCyvwWv6Qfzkepw9OCBaxtzbYTGiAVvfvzalzs2evRZTiaFmJ2L66_yjo_mJyw28bUmqZnyv1snQvqhab8ezIdDlONKvgNUM6n6X_-E-RVhKrnyDYRVaXrB0z6Xues5MWe7H9lKDuh8fFt1DAFSP63Y2YqHFPcUZ3JKW5S_eJ05v-DwCOZXdxdJcZYaI6DaiaSmPVPPLLBvU5vCTg65adalax2m1OgzUfYKJobQjAc7yg1F120SfPBYJJ2t4wDXXi30vOgnI8bFFKdY15qoIRwFS3azeiwpDKLbB6LAw3K2lAvoqUTr_PqzinrlXZ3ynm-gTZuR_-TIUQsozlwci0xhiJIYcWRpLF1qOgtLXv6DySasFbPN-w7eNms8KbHPPIUm1vwUNMVUiG3UPSMoFAhMeGX-7IMKBvuVUZQBiw=&p=3&fvj=0&vjs=3"
"294",293,"Data Engineer","Samotics B.V.","Leiden","2 dagen geleden","2021-03-05","Support and improve data science pipelines.
You will be monitoring the data flow, databases and other systems related to our data science pipeline, where you…","","https://nl.indeed.com/rc/clk?jk=7b97a66008176252&fccid=b0c1892fe4635dc9&vjs=3"
"295",294,"Meewerkstage Data Analyse - Corporate Control, (HBO) September 2021","Sligro Food Group","Veghel","15 dagen geleden","2021-03-05","Ben jij iemand die graag met data analyse tools en data visualisatie dashboards zou willen werken?
Interesse in data analyse, data analyse- of proces mining…","","https://nl.indeed.com/rc/clk?jk=ea16710882cf0cce&fccid=a6ae3558c5b2aa53&vjs=3"
"296",295,"Experienced Data Analyst","GamePoint","Den Haag","1 dag geleden","2021-03-05","Collects terabytes of data from different platforms, merges it into data sets, and identifies actionable insights.
“Gaming Together, Wherever You Are!”.","","https://nl.indeed.com/rc/clk?jk=cbae61b549a2237a&fccid=73956eef780c77a1&vjs=3"
"297",296,"O&O adviseur","HollandPTC","Delft","Zojuist geplaatst","2021-03-05","Binnenkort breidden we het team uit met een R&D fysisch medewerker en een biologisch analist.
Er werken op dit moment 7 mensen op de afdeling research &…","€2.911 - €5.383 per maand","https://nl.indeed.com/company/HollandPTC/jobs/O&O-Adviseur-3a81707695d8f3ba?fccid=2b44e8794ad1887c&vjs=3"
"298",297,"Shopper analist","JACOBS DOUWE EGBERTS","Utrecht","20 dagen geleden","2021-03-05","Je hebt minimaal 4 jaar ervaring in een data-gedreven omgeving en hebt ervaring met het verwerken van een groot aantal datapunten uit onder andere GfK- en…","","https://nl.indeed.com/rc/clk?jk=5414998a41e33fd8&fccid=1eccbfe457d7a721&vjs=3"
"299",298,"Data Proces Analist","MLC","Leusden","Meer dan 30 dagen geleden","2021-03-05","Minimaal 3 jaar werkervaring met data en proces analyse, bijvoorbeeld als Data Scientist, Data Proces Manager, Data Consultant, Business Analist of een andere…","","https://nl.indeed.com/rc/clk?jk=f0729c265bc3a480&fccid=97b83285b306f12b&vjs=3"
"300",299,"Business Analist OV-Data","Translink","Amersfoort","29 dagen geleden","2021-03-05","Vertalen van klantvragen naar data-oplossingen.
Onderzoeken en ontwikkelen van mogelijkheden om nog meer uit onze data te halen.
Je gaat aan de slag met:","","https://nl.indeed.com/rc/clk?jk=89a1b55b03c39941&fccid=2ed7bf383717465b&vjs=3"
"301",300,"Junior Client Relationship Manager (m/f/d)","Groupe Crédit Agricole","Den Bosch","13 dagen geleden","2021-03-05","For further information regarding the regulations being related to the data protection law please refer to our data protection law declaration.","","https://nl.indeed.com/rc/clk?jk=8093089a8224ad99&fccid=7077ed64aecd53a3&vjs=3"
"302",301,"Business Analist Supplier Interactions","Bol.com","Utrecht","27 dagen geleden","2021-03-05","En daar hebben ze de juiste data, inzichten en selfservices voor nodig.
Een cruciale omgeving, want hier delen we data die helpt de performance te boosten.","€3.000 - €4.000 per maand","https://nl.indeed.com/rc/clk?jk=1fa1b0166e8417b0&fccid=38c84708b80970a7&vjs=3"
"303",302,"Data analist | Zwolle","Teleperformance Benelux","Zwolle","13 dagen geleden","2021-03-05","Spotter, opgraver én duider van data-pareltjes.
Omdat je gelooft in de voorspellende kracht van data en dat geloof uitstraalt.
Liefst met een gouden randje.","","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnUmFDJx9Oif53EHg4peBlrsbvJFgQ4TDd1rAdS1A9_LKioEsQjmuA348M7TUgEo3ikT7oY_eWjwrLNqLMEoZ0v_GbF4MQTT_F3w00BQ27RlozKR4emVcG4RvjH1bukq3CnAQDDKkP99gN8diCCwh45Z219xwc18c-wYt60jdhbMQx5yzkDYWt5oH1EqPpjxA1MG3q1kYQ6073uAnZEOeyYGWeHQi5qYojvrpoDGvZBT_FfkKBvmUUcph269E6HbhzUnevOzd2mg6FyIiuZJDSjaYx_xAz2Q3QBeS-iDRfHH-QbeHKC20STAyII6HQWqzmNvCE7gBo582gx0VndJSYXPQinMxMqOCX5zUyG0L0OeGDnNKQsvNe5g3V1KSw--CDyos01XyxIKwVk6w1iWnWHyki0a_Mw77wh6pqkxPW1Bh8krowFRCvvolG-bB4H5ic87eeUuokIOmbtoFG1gb6QSVf-nEkaScOjrpkTH6JrSDYWUxuk21DAu_uVDpDQv5aP3ObmlslVJl2j7QUP8vt6kjEPk4nA90DnG-ttIFz8gGgq4shAFoH8H5LhjNZE3lYn5Kuc2p7EOK115x10hJ61V6HaeVoh19ucL6ayjBQZofzsLIkJRsIweGJ5DDPiypPoWKEMiSyawmebniK11q6_ZGLzjpOx_h2lsglkVjEAwGueBSqsH_r8kcdtBDyU1w--Friug22ztCJS9RndA4DF6DrTMLrSlUz593YZTraBA==&p=13&fvj=0&vjs=3"
"304",303,"Business Analist / Data Scientist","SmartCenter","Amsterdam-Zuidoost","Meer dan 30 dagen geleden","2021-03-05","Ben jij de business analist / data scientist die wij zoeken?
Als business analist/data scientist ben je verantwoordelijk voor het voorzien, onderkennen en…","","https://nl.indeed.com/rc/clk?jk=09d73f3ed7f8da6d&fccid=967ba40109cd2e3a&vjs=3"
"305",304,"Data Analyst","Spinnin' Records","Hilversum","Meer dan 30 dagen geleden","2021-03-05","The specialist with regard to data within Spinnin’ Records;
Data is the lifeblood of today’s record business, and in this role you’ll get a chance to apply your…","","https://nl.indeed.com/rc/clk?jk=6380b0bbe6ede2f0&fccid=43ee4d02d5813a01&vjs=3"
"306",305,"Technical Warranty Analyst EMEA","Tesla","Tilburg","Meer dan 30 dagen geleden","2021-03-05","Working closely with the team to assure data integrity, accuracy and efficiency in handling of returned parts.
Supports Warranty Review meetings with suppliers.","","https://nl.indeed.com/company/Tesla/jobs/Technical-Warranty-Analyst-Emea-a022727a0b7f5326?fccid=86e9be6ce380173e&vjs=3"
"307",306,"Data Analyst - PS","Booking.com","Amsterdam","27 dagen geleden","2021-03-05","Experience in data management, data visualization and quality.
Is familiar with the larger data ecosystem at Booking and how it relates to their data and the…","","https://nl.indeed.com/rc/clk?jk=e233b3ab953a8372&fccid=62ee2fabbf8c93c5&vjs=3"
"308",307,"Business Analist/ BI Developer","Stedin","Rotterdam","Meer dan 30 dagen geleden","2021-03-05","Jouw werk focust zich op de totale data keten van aanlevering van data uit de bron tot aan uitlevering van verwerkte data richting eindgebruikers.","€4.700 per maand","https://nl.indeed.com/rc/clk?jk=6f11145225861315&fccid=02e0ba84d5770822&vjs=3"
"309",308,"Data Analist Business Intelligence Personal Banking","ABN AMRO Bank","Amsterdam","15 dagen geleden","2021-03-05","Je bent een vakinhoudelijke ijzersterke Data Analist met een visie op data.
CoE BI is het eerste aanspreekpunt voor alle data gerelateerde vraagstukken en…","","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_cWh5ufxJCEatf9FOtgdwl-LajcKrnY3NwdklpeSDnu3zP8nC49W8vdwlFzj2GRlaTDHJiTPERxnGUIdi0wH8UR0jF1YchQqAWxzhngXHfS6drChf0BN0XPAwg8JIOunMHGyV7G3GStAJhN6ycjWZoSZ8BsNNLuAVS5iwE5KF5FzMTXmEXE7yY-cCaQt9jTWvQfaGxAt3CfAv4ZL5EAbkvTgGGKIofFd5DntdPMZvN1zs7V_F1xS2pWzSuKfCGjAjHeYlaR7DUGmwv8YFZ4w2NzEsrolHJfU_jdflv4tgKvoxPCmjd9W8a6TvcKdkxdupRNYHgiLXxGrVvlFNx9zFvaQD1orXubkz-N8vCX9DZOk-3KuPj9jE-H9_YmEyjWsyW_2045YnnXJ919D0tLhgDZ8gtk9qz3f8HHh_Ywv0Wk_2gGCTXYtbXAKhisFe6eeB5D7l_bEPySm_0o92oT7zzLmJtRTdZnuJljXRJJs8DJ8rojpIrimOVeYFdN1F0Tvkvkj7d2kmhOh5RXG1MElrU--4M72JeTpqyigv3PwcWhBeYawpum52TRQOXCeRI-EAgf0nldGDnGJtWTLvKliDkLinvmdJYszl1V3icf9SkrpTzHAnK1R6FEeNRR0SQvE9CEjZY_V9Ed-tMPk8OuC5bAZMcPz1aOfEa5I8i6owrrQg2R3QoXWrXpwQKifydN6d56eQneUiQoBd6wL9htxSxI3JG7QIp7W-0zGYHhWkXRYD5lae98TlM7Tgz76AlMp8ndIqHhyhcUhOj1bjxWuvUOKIzlhWBWQ=&p=4&fvj=0&vjs=3"
"310",309,"Financial Risk Management Analyst","Cargill","Schiphol","14 dagen geleden","2021-03-05","In this role, you will partner with key stakeholders (trading community, commercial teams, Risk Management Group and other finance teams) to deliver key…","","https://nl.indeed.com/rc/clk?jk=d3f47203e1d60acc&fccid=d7d9a8241ba2f3ec&vjs=3"
"311",310,"Data Architect","Dabster Systems","Amsterdam","22 dagen geleden","2021-03-05","Working with analysts and development teams to define and document physical data structures,.
Conducting data modeling sessions with business and technology…","","https://nl.indeed.com/company/Dabster-Systems/jobs/Data-Architect-abd4c5dca00da717?fccid=5d566231933113d5&vjs=3"
"312",311,"Marketing Data Management Architect","Omron","Den Bosch","21 dagen geleden","2021-03-05","Proficient in data analytics (data management, data Libraries architecture, data formats, data standards).
Participate, consult on, and organize PIM activities…","","https://nl.indeed.com/rc/clk?jk=9d1129a9a5636654&fccid=74863a92805aacc3&vjs=3"
"313",312,"Compliance Risk Data Analyst (Amsterdam)","ABN AMRO Bank","Amsterdam","3 dagen geleden","2021-03-05","Ervaring met data-analyse binnen de financiële sector.
Als Compliance Risk Data Analyst help jij Compliance om invulling te geven aan de bank-brede data…","","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_cWh5ufxJCEatf9FOtgdwl-LajcKrnY3NwdklpeSDnu3zP8nC49W8vdwlFzj2GRmcknCMFDsVBn62en9msbX85kmphlb2lkdQeHmgW64VkNA24Y93l0g75hi3HwOb51h3-tK2W3lPqllwszRVu7EYMOihDvbEoqeejHSKs_YY4OV9xnQx6borLE9q46bI66LTHlpvwjC7vVuBY3xPJoRsPX-gLZMA1rH7hRWMSbpKeGYmmnR3zr7DKDkm4ymsW0dEHKw-3y8gfVVLjZQPf2Jd0G6nYyQy-PcVrra70YdT_LRMorPr4yajh1QCNgu4ss2ZSvyywVErl-uOJzlDWWqp_-Bv6KePCKXDHYbrAcCF5fJ4DnrlU_jYJ0w6fSQ8mpxUdZai9ItsvJkez82M2qvaEd-4ooQgUARZOdOHNVl1Bxs6r-eCDJlPZu5Jf24RBYoeKAHQYUSIEuwfHMomdRVmVcIWPkApL6O1YgCUseLmjpBIIT_tXLdCwVSyGEzs10PAR3woGQTnRqcsSZ0dUWqZjMeBgYy2VMaKVY_XFFPFeWlsAeoU2bSx_aoWCzkolpR_KVkdtALLpDrmmyFR1b3hsBFbzze8GHBG52ibBtSxVhN_7DPyVmW4M_KtYNREv2atanleSLBO0Z0harE4PtY8gjsDXGNZzwtRlrOxRw1nbfQnabkpRnFqXV-MrP4MNRwdhovb6Ha2eCPmVUedzWy9NqpF6OdF70IyG_Fx_2rpcD5MkoOLHxvrktUIBl0n3JgB-EcYjO9EP-XwXgNYGQhD&p=8&fvj=0&vjs=3"
"314",313,"Data (BI) Analist","Walters People","Apeldoorn","8 dagen geleden","2021-03-05","Ervaring met het visualiseren van data.
Ben jij iemand die graag vanuit rauwe data bruikbare informatie maakt?
En heb jij een WO/ HBO opleiding afgerond?","€2.750 - €3.750 per maand","https://nl.indeed.com/rc/clk?jk=3501e0dc79ed0b56&fccid=867bf7143e8ea41c&vjs=3"
"315",314,"Data Analyst","Creative Personnel","Eindhoven","6 dagen geleden","2021-03-05","The company believes that their use of data is key to their success and growth and they are looking to add an additional member to them team to share in their…","€42.000 - €62.000 per jaar","https://nl.indeed.com/rc/clk?jk=57673172c3b59750&fccid=8c14cea3adb54cb1&vjs=3"
"316",315,"Junior Data Analyst | Graduate role","Adams Multilingual Recruitment","Rotterdam","3 dagen geleden","2021-03-05","Solid skills in data administration.
Managing the company’s data for internal and external stakeholders.
You will support the operation department by collecting…","","https://nl.indeed.com/rc/clk?jk=779405568a652a39&fccid=634976d7462d7134&vjs=3"
"317",316,"Business Analist Orderflow","Bol.com","Utrecht","Meer dan 30 dagen geleden","2021-03-05","Je werkt, samen met Scrumteams en data scientists, oplossingen uit.
Bol.com gelooft in zelforganiserende teams, samen successen vieren en data-gedreven…","€2.800 - €4.200 per maand","https://nl.indeed.com/rc/clk?jk=33ab63e26c4eb34a&fccid=38c84708b80970a7&vjs=3"
"318",317,"Software Engineer, Data","Everon","Amsterdam","3 dagen geleden","2021-03-05","Experience building and optimizing 'big data' data pipelines, architectures and data sets.
Your role will heavily focus on data extraction, transformation and…","","https://nl.indeed.com/rc/clk?jk=3cb37b48b000863f&fccid=3b06cd97fd7dbb0f&vjs=3"
"319",318,"Digital Data Analist","SMS Intermediair","Eersel","Meer dan 30 dagen geleden","2021-03-05","Een toffe uitdaging dus voor jou als digital data analist om daar aan boord te stappen.
De nieuwe digital data analist werkt op internationale schaal, doordat…","€3.500 - €4.500 per maand","https://nl.indeed.com/rc/clk?jk=8d130def83bb0753&fccid=c66dbca2ed110e1f&vjs=3"
"320",319,"Business Analist","WDD Partner in groei","Noordwijk","Meer dan 30 dagen geleden","2021-03-05","Om kan gaan met/kennis hebt van data analysetools zoals Tableau.
Daarnaast werk je samen met het team van data scientists, engineers en visualists om de…","","https://nl.indeed.com/rc/clk?jk=f639ef4c92a96660&fccid=a6d5108398b7aeca&vjs=3"
"321",320,"Junior Product Data Specialist","Coöperatieve handelsvereniging SALO u.a.","Alkmaar","10 dagen geleden","2021-03-05","Enige werkervaring met product datamanagement of data analist;
Ervaring met data en Excel niveau gevorderden;
Wat vragen wij van jou*.","","https://nl.indeed.com/company/Cooperatieve-handelsvereniging-SALO-u.a./jobs/Junior-Product-Data-Specialist-bb9872a0fb53e72b?fccid=75c7fa6c34a82031&vjs=3"
"322",321,"Stagiair Merchant Operations","Arvato Finance B.V.","Amsterdam-Zuidoost","Meer dan 30 dagen geleden","2021-03-05","Further information on data protection can be found at https://jobsearch.createyourowncareer.com/content/Privacy-Policy/.
Enthousiast team van ruim collega’s.","","https://nl.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DI1egDVTuK4LBR178qZIYELrrK-wvgKjH83TSpYNhsFrfIkGB1uGY5PjzPyEV9Ite2FWxZUY8Buqbepednm6EN9MC5jzKG8aP-4MBoQhVtewzK6dKm8ZUS8DgVYHh3IY7wz4LJ0UaKvvA7H35dk2Os2INOXphpBMGwLOoebPjIeTJuoKao_BNiuNg5cjHjzRWF32gVVxYPosE_O397NxSTLpFT5P3aGhVmsRnHMlBqqyXh9VkQf-92I7bge6TDT5CAE--7y-N9cZycEw0_-13Ey1tq1Y3X6FoUNG-kIXkMEI2wSxnCqmEzl1mqD8h6LdXbz20XWSKquuyZ1bHPqmLdKImlxK_ynIVcbUmEkcZUe1VHzbGIULS6BsTsUGYGwSr-eXlxD4Wj8TQzuktVEo4w3x55JRUW_vll9WDKzhFISjRwZaa5jmXQZ8UD0lOX48w57hjgGZD-GGqCUfMQzIiv-SKv2Drv5gMd4o0ySUt6wYEH_ZqCf6VEm8dtFwkmn7K5astHbjkMCeH1nBy0HhZ3zOG03tp777wjrNsAO-8aacQRBDZ6PRqrwgMFGUDQ6Jb3zQkVmO-D4GKvYIDjQgyaWsWx3P_bHxXZ9hi9SGK47IZGzz7LhUv6oH5E1i3p72afpVZxgFrAUxh2j4qqk__zBq7G4nqskocGlrtGLAtkqXsWeNa6tCWRerQDPMBj3zau8s67t2qTP33fmIaSoTA7ToIl4MmDK1JEr9HN7DwFV6ejSP92Di2u&p=2&fvj=0&vjs=3"
"323",322,"Data Analyst","Diageo","Amsterdam","10 dagen geleden","2021-03-05","3 to 5 years’ experience as a data analyst within a marketing/agency environment.
Able to set up our data strategy with 1st, 2nd and 3rd party data and able to…","","https://nl.indeed.com/rc/clk?jk=df0b3804bc0cade6&fccid=942d238ea16c5cd0&vjs=3"
"324",323,"Onderzoeksanalist Reproductielaboratorium","Universiteit Utrecht","Utrecht","14 dagen geleden","2021-03-05","Digitaal beheer van (ruwe) data en protocollen;
Binnen de afdeling gezondheidszorg landbouwhuisdieren van de faculteit Diergeneeskunde zijn we op zoek naar een…","€3.548 per maand","https://nl.indeed.com/rc/clk?jk=5cf942a50bb5a852&fccid=1fef3c651d457079&vjs=3"
"325",324,"Technical Warranty Analyst EMEA","Tesla","Tilburg","Meer dan 30 dagen geleden","2021-03-05","Working closely with the team to assure data integrity, accuracy and efficiency in handling of returned parts.
Supports Warranty Review meetings with suppliers.","","https://nl.indeed.com/company/Tesla/jobs/Technical-Warranty-Analyst-Emea-a022727a0b7f5326?fccid=86e9be6ce380173e&vjs=3"
"326",325,"Lead Business Analist Fulfilment Center","Bol.com","Waalwijk","13 dagen geleden","2021-03-05","Wel, als je op zoek bent naar een rol waarin je je solide data skills afwisselt met functionele begeleiding: je wilt trajecten ‘van papier naar praktijk’…","","https://nl.indeed.com/rc/clk?jk=649660ebe82f0c7b&fccid=38c84708b80970a7&vjs=3"
"327",326,"Senior Data Scientist","ahold","Zaandam","13 dagen geleden","2021-03-05","In the team you will be working with data scientists, data analysts, data governance experts, experimentation experts and ML engineers.","€76.000 per jaar","https://nl.indeed.com/rc/clk?jk=cad0b36d034fc061&fccid=c3f215f3f2d5561b&vjs=3"
"328",327,"Traineeship Data Analist - Gemeente Lelystad","Modis Tech Academy","Lelystad","13 dagen geleden","2021-03-05","Elke dag werk jij aan projecten om data inzichtelijk te maken, pak jij je rol als adviseur op dit gebied en zet jij jouw skills op het gebied van data-analyse…","","https://nl.indeed.com/company/Modis-Tech-Academy/jobs/Traineeship-Data-Analist-977e80f4a6a126ae?fccid=79b64420aeb45fea&vjs=3"
"329",328,"Business Analist Orderflow","Bol.com","Utrecht","Meer dan 30 dagen geleden","2021-03-05","Je werkt, samen met Scrumteams en data scientists, oplossingen uit.
Bol.com gelooft in zelforganiserende teams, samen successen vieren en data-gedreven…","€2.800 - €4.200 per maand","https://nl.indeed.com/rc/clk?jk=33ab63e26c4eb34a&fccid=38c84708b80970a7&vjs=3"
"330",329,"Business Analist / Data Scientist","SmartCenter","Amsterdam-Zuidoost","Meer dan 30 dagen geleden","2021-03-05","Ben jij de business analist / data scientist die wij zoeken?
Als business analist/data scientist ben je verantwoordelijk voor het voorzien, onderkennen en…","","https://nl.indeed.com/rc/clk?jk=09d73f3ed7f8da6d&fccid=967ba40109cd2e3a&vjs=3"
"331",330,"BUSINESS ANALIST","ALLSAFE","Nederland","Meer dan 30 dagen geleden","2021-03-05","Minimaal 5 jaar relevante werkervaring als bijvoorbeeld business analist, data analist, BI Specialist of informatieanalist binnen een commerciële en…","","https://nl.indeed.com/rc/clk?jk=03e1087e9dacff07&fccid=fcca745c8970b87e&vjs=3"
"332",331,"(Junior) Investment Analist Hypotheken","Achmea","Amsterdam","10 dagen geleden","2021-03-05","Als investment analist maakt je deel uit van het Fundmanagement team.
Je meet performance en risico van de diverse beleggingsportefeuilles met behulp van…","€3.011 - €4.192 per maand","https://nl.indeed.com/rc/clk?jk=d2ebb7fb274ccb03&fccid=5669a89b3a19b7fa&vjs=3"
"333",332,"Business & Product Analyst","Quin","Amsterdam","2 dagen geleden","2021-03-05","Product of business analyst: 3 jaar (Vereist).
Een van de concrete projecten waar je op inzoomt is 'metmij', een platform om data tussen zorgaanbieders te delen…","€4.600 - €5.600 per maand","https://nl.indeed.com/company/Quin/jobs/Business-Product-Analyst-33b99dfc5a28adce?fccid=eb82122e6f95d0b3&vjs=3"
"334",333,"Technisch Data Analist Kruidvat & Trekpleister","A.S. Watson Benelux","Renswoude","Meer dan 30 dagen geleden","2021-03-05","Je hebt minimaal 2 jaar ervaring als data analist en hebt affiniteit met retail.
Als technisch Data Analist speel je een belangrijke rol door data om te zetten…","","https://nl.indeed.com/rc/clk?jk=a4133638da0d4123&fccid=1f593f8528f0c819&vjs=3"
"335",334,"Data Science Intern - Digital Marketplace","Orderchamp","Amsterdam Centrum","Meer dan 30 dagen geleden","2021-03-05","High-growth startup looking for a tech data-driven student.
Understand our data, analyze behavior and build algorithms to improve performance;","","https://nl.indeed.com/company/Orderchamp/jobs/Data-Science-Intern-5a344575bc0b2795?fccid=e4e54f0bb419a640&vjs=3"
"336",335,"Data Analyst","Spinnin' Records","Hilversum","Meer dan 30 dagen geleden","2021-03-05","The specialist with regard to data within Spinnin’ Records;
Data is the lifeblood of today’s record business, and in this role you’ll get a chance to apply your…","","https://nl.indeed.com/rc/clk?jk=6380b0bbe6ede2f0&fccid=43ee4d02d5813a01&vjs=3"
